ID,surveyID,ID2015,GroupID,RA,Dec,z,StellarMass,tag,CC
0,-1,925714,0,      149.65384,        2.70290,        0.41880,       10.07590,1,       -1.00000
1,-1,925376,1,      150.03592,        2.70286,        0.41130,        9.84232,1,       -1.00000
2,-1,925261,2,      150.14777,        2.70220,        0.33930,       10.30410,1,       -1.00000
3,-1,925224,3,      150.03909,        2.70281,        0.69710,       10.00160,1,       -1.00000
4,-1,924956,4,      150.04720,        2.70201,        0.48410,        9.37323,1,       -1.00000
5,-1,924883,5,      149.66329,        2.70287,        0.84350,       10.85000,1,       -1.00000
6,-1,924870,6,      150.11385,        2.70199,        0.73120,       11.05070,1,       -1.00000
7,-1,924702,7,      149.66407,        2.70233,        0.82480,       10.70020,1,       -1.00000
8,-1,924599,8,      150.08958,        2.70283,        0.32840,        9.57998,1,       -1.00000
9,-1,924469,9,      150.48798,        2.70218,        0.65880,       10.50190,1,       -1.00000
10,-1,924343,10,      150.13824,        2.70153,        0.74460,       10.36520,1,       -1.00000
11,-1,924064,11,      150.16582,        2.70232,        0.85600,       10.55920,1,       -1.00000
12,-1,923504,12,      149.86406,        2.69999,        0.92610,       10.80670,1,       -1.00000
13,-1,923400,13,      150.56649,        2.70073,        0.61300,        9.82349,1,       -1.00000
14,-1,922881,14,      150.28471,        2.69950,        0.61460,       10.43550,1,       -1.00000
15,-1,922840,15,      149.62517,        2.70022,        0.32520,       10.05770,1,       -1.00000
16,-1,922551,16,      150.07899,        2.69983,        0.61950,        9.40207,1,       -1.00000
17,-1,922358,17,      150.43579,        2.69733,        0.96420,       11.22020,1,       -1.00000
18,-1,922333,18,      150.12745,        2.69667,        0.53280,        9.62002,1,       -1.00000
19,-1,922180,19,      149.78883,        2.69823,        0.26460,        9.16188,1,       -1.00000
20,-1,922179,20,      150.59058,        2.69852,        0.62280,       10.58940,1,       -1.00000
21,-1,922172,21,      150.04854,        2.69899,        0.68360,       10.74990,1,       -1.00000
22,-1,922080,22,      150.11294,        2.69810,        0.40160,       10.55010,1,       -1.00000
23,-1,921814,23,      150.08046,        2.69839,        0.84120,       10.41240,1,       -1.00000
24,-1,921806,24,      150.15552,        2.69688,        0.44010,        9.14395,1,       -1.00000
25,-1,921675,25,      150.05314,        2.69819,        0.43020,        9.09240,1,       -1.00000
26,-1,921646,26,      150.18420,        2.69745,        0.32000,        9.99877,1,       -1.00000
27,-1,921641,27,      150.16620,        2.69698,        0.52750,       10.32680,1,       -1.00000
28,-1,921626,28,      149.98867,        2.69622,        0.24900,       10.00010,1,       -1.00000
29,-1,921451,29,      149.79666,        2.69570,        0.99970,       10.57040,1,       -1.00000
30,-1,921044,30,      149.90945,        2.69681,        0.40420,        9.53638,1,       -1.00000
31,-1,920682,31,      149.91830,        2.69596,        0.37000,        8.95702,1,       -1.00000
32,-1,919798,32,      150.36273,        2.69544,        0.25010,        9.33028,1,       -1.00000
33,-1,919650,33,      150.17235,        2.69483,        0.33000,        9.71546,1,       -1.00000
34,-1,919605,34,      150.05799,        2.69343,        0.71280,       10.74950,1,       -1.00000
35,-1,919506,35,      150.01908,        2.69501,        0.56930,        9.67498,1,       -1.00000
36,-1,919043,36,      150.15777,        2.69226,        0.43930,       10.57830,1,       -1.00000
37,-1,919038,37,      150.57416,        2.69201,        0.80860,       10.94900,1,       -1.00000
38,-1,919002,38,      150.45001,        2.69434,        0.52520,       10.33420,1,       -1.00000
39,-1,918982,39,      149.94574,        2.69348,        0.50790,       10.74650,1,       -1.00000
40,-1,918951,40,      150.01183,        2.69452,        0.73080,       10.50010,1,       -1.00000
41,-1,918923,41,      149.95844,        2.69378,        0.53020,        9.99642,1,       -1.00000
42,-1,918738,42,      150.29799,        2.69285,        0.36510,        9.42818,1,       -1.00000
43,-1,918377,43,      150.15634,        2.69214,        0.75840,       10.45370,1,       -1.00000
44,-1,918250,44,      149.81397,        2.69325,        0.43340,        9.64982,1,       -1.00000
45,-1,918245,45,      150.16236,        2.69343,        0.72670,       10.29600,1,       -1.00000
46,-1,918233,46,      149.76541,        2.69310,        0.64250,        9.91467,1,       -1.00000
47,-1,918080,47,      149.85065,        2.69193,        0.95600,       11.15000,1,       -1.00000
48,-1,917812,48,      150.17921,        2.69005,        0.72050,       11.10000,1,       -1.00000
49,-1,917804,49,      149.79089,        2.69139,        0.45970,       10.70060,1,       -1.00000
50,-1,917701,50,      150.54130,        2.69203,        0.49370,        9.60391,1,       -1.00000
51,-1,917694,51,      149.86912,        2.69174,        0.18690,        8.81506,1,       -1.00000
52,-1,917600,52,      150.02929,        2.69014,        0.73570,       11.09420,1,       -1.00000
53,-1,917592,53,      150.11388,        2.69144,        0.77550,        9.71583,1,       -1.00000
54,-1,917544,54,      149.82885,        2.69001,        0.69790,       11.10780,1,       -1.00000
55,-1,917369,55,      150.02551,        2.69146,        0.62520,        9.95132,1,       -1.00000
56,-1,917215,56,      150.16250,        2.69287,        0.62550,        9.89999,1,       -1.00000
57,-1,917209,57,      149.79408,        2.69156,        0.27010,        9.62179,1,       -1.00000
58,-1,917042,58,      150.13017,        2.69080,        0.42580,       10.19610,1,       -1.00000
59,-1,916865,59,      149.84397,        2.69253,        0.94240,        9.82184,1,       -1.00000
60,-1,916714,60,      150.05406,        2.69091,        0.97600,       10.10670,1,       -1.00000
61,-1,916709,61,      150.17180,        2.69038,        0.95370,       10.79100,1,       -1.00000
62,-1,916507,62,      150.11891,        2.69052,        0.68760,       10.12140,1,       -1.00000
63,-1,916311,63,      149.84448,        2.69260,        0.93100,        9.31103,1,       -1.00000
64,-1,916307,64,      150.16691,        2.68972,        0.98900,       11.13750,1,       -1.00000
65,-1,916174,65,      150.33447,        2.69086,        0.82660,       10.33410,1,       -1.00000
66,-1,916060,66,      150.32378,        2.68982,        0.98930,       10.98300,1,       -1.00000
67,-1,915973,67,      150.30060,        2.69050,        0.85940,        9.75908,1,       -1.00000
68,-1,915913,68,      150.55716,        2.68855,        0.88060,       10.10820,1,       -1.00000
69,-1,915732,69,      150.05217,        2.68921,        0.41050,        9.01308,1,       -1.00000
70,-1,915649,70,      150.11848,        2.68650,        0.12940,        8.90110,1,       -1.00000
71,-1,915590,71,      150.54223,        2.68779,        0.71330,       10.54770,1,       -1.00000
72,-1,915308,72,      150.02813,        2.68934,        0.64890,       10.32490,1,       -1.00000
73,-1,915241,73,      150.16299,        2.68872,        0.50820,       10.00760,1,       -1.00000
74,-1,915155,74,      149.97620,        2.68911,        0.73230,        9.78106,1,       -1.00000
75,-1,915008,75,      150.55597,        2.68795,        0.93110,       10.38460,1,       -1.00000
76,-1,914892,76,      149.78685,        2.68674,        0.70040,       10.22420,1,       -1.00000
77,-1,914800,77,      150.40820,        2.68820,        0.80850,        9.82303,1,       -1.00000
78,-1,914748,78,      150.60137,        2.68760,        0.80010,       10.64220,1,       -1.00000
79,-1,914720,79,      149.96041,        2.68637,        0.46950,        9.84383,1,       -1.00000
80,-1,914486,80,      149.81886,        2.68769,        0.45890,        9.80095,1,       -1.00000
81,-1,914372,81,      150.10657,        2.68675,        0.33020,       10.94970,1,       -1.00000
82,-1,914106,82,      150.29762,        2.68710,        0.40670,        9.10198,1,       -1.00000
83,-1,914037,83,      149.97878,        2.68792,        0.66020,        9.46014,1,       -1.00000
84,-1,913934,84,      149.92897,        2.68680,        0.44270,        9.06258,1,       -1.00000
85,-1,913920,85,      150.50441,        2.68672,        0.77720,        9.85920,1,       -1.00000
86,-1,913333,86,      150.53630,        2.68307,        0.23000,        9.79882,1,       -1.00000
87,-1,912969,87,      150.58979,        2.68454,        0.84170,       10.72010,1,       -1.00000
88,-1,912708,88,      150.07927,        2.68254,        0.81510,       11.20000,1,       -1.00000
89,-1,912241,89,      150.54468,        2.68332,        0.20400,        8.81290,1,       -1.00000
90,-1,912075,90,      150.16448,        2.68205,        0.25000,        9.97888,1,       -1.00000
91,-1,911967,91,      150.21999,        2.68360,        0.32010,        9.60805,1,       -1.00000
92,-1,911827,92,      149.91141,        2.68277,        0.86920,       11.15000,1,       -1.00000
93,-1,911550,93,      149.69041,        2.68004,        0.53550,       10.55000,1,       -1.00000
94,-1,911187,94,      149.74501,        2.67978,        0.87010,       11.20410,1,       -1.00000
95,-1,911163,95,      150.53999,        2.68283,        0.63730,       10.30470,1,       -1.00000
96,-1,911004,96,      149.73260,        2.67950,        0.48040,       10.95310,1,       -1.00000
97,-1,910981,97,      150.44606,        2.68231,        0.32610,        8.88142,1,       -1.00000
98,-1,910693,98,      150.58250,        2.68175,        0.36980,        9.20375,1,       -1.00000
99,-1,910459,99,      150.02575,        2.67968,        0.68440,        9.84847,1,       -1.00000
100,-1,910458,100,      149.75039,        2.68011,        0.87000,       11.05030,1,       -1.00000
101,-1,910258,101,      150.03698,        2.67998,        0.62710,       10.02230,1,       -1.00000
102,-1,910252,102,      150.27916,        2.68137,        0.93680,        9.99416,1,       -1.00000
103,-1,909644,103,      149.96266,        2.67951,        0.34000,       10.85000,1,       -1.00000
104,-1,909449,104,      150.08029,        2.68002,        0.97740,       10.07770,1,       -1.00000
105,-1,909413,105,      150.10673,        2.68017,        0.60450,        9.82377,1,       -1.00000
106,-1,909279,106,      150.54106,        2.67970,        0.87110,       10.95000,1,       -1.00000
107,-1,908995,107,      149.99440,        2.67754,        0.67190,       10.96250,1,       -1.00000
108,-1,908994,108,      150.15726,        2.67877,        0.79160,       10.95100,1,       -1.00000
109,-1,908782,109,      150.03550,        2.67778,        0.54850,       10.84800,1,       -1.00000
110,-1,907934,110,      150.28493,        2.67495,        0.25000,       10.53650,1,       -1.00000
111,-1,907848,111,      149.98913,        2.67587,        0.27050,        8.99650,1,       -1.00000
112,-1,907551,112,      149.79768,        2.67553,        0.22140,        9.20665,1,       -1.00000
113,-1,907494,113,      149.76000,        2.67606,        0.22000,        9.14442,1,       -1.00000
114,-1,907207,114,      149.80630,        2.67520,        0.91300,       11.00000,1,       -1.00000
115,-1,907040,115,      150.55543,        2.67674,        0.76150,        9.86726,1,       -1.00000
116,-1,906923,116,      150.05265,        2.67576,        0.73010,       10.28870,1,       -1.00000
117,-1,906887,117,      150.56143,        2.67566,        0.42010,        9.41106,1,       -1.00000
118,-1,906634,118,      150.03842,        2.67596,        0.67100,        9.66561,1,       -1.00000
119,-1,906539,119,      150.44124,        2.67244,        0.87060,       11.15070,1,       -1.00000
120,-1,906482,120,      149.94647,        2.67519,        0.60100,       10.36870,1,       -1.00000
121,-1,905995,121,      150.51007,        2.67527,        0.20860,        9.19799,1,       -1.00000
122,-1,905936,122,      150.14113,        2.67285,        0.49490,       10.33340,1,       -1.00000
123,-1,905777,123,      150.49082,        2.67386,        0.44900,       10.04800,1,       -1.00000
124,-1,905639,124,      149.67772,        2.67247,        0.47020,       10.84920,1,       -1.00000
125,-1,905617,125,      150.34675,        2.67367,        0.81140,       10.09460,1,       -1.00000
126,-1,905518,126,      149.62920,        2.67200,        0.50620,       10.60020,1,       -1.00000
127,-1,905051,127,      150.31606,        2.67228,        0.34280,        9.80084,1,       -1.00000
128,-1,904955,128,      150.53531,        2.67152,        0.81920,       10.52010,1,       -1.00000
129,-1,904808,129,      150.20605,        2.67289,        0.30900,       11.09870,1,       -1.00000
130,-1,904768,130,      149.79001,        2.67296,        0.81670,       10.70000,1,       -1.00000
131,-1,904663,131,      149.85900,        2.67147,        0.26010,        9.66373,1,       -1.00000
132,-1,904343,132,      150.28357,        2.67266,        0.52600,       10.03090,1,       -1.00000
133,-1,904324,133,      150.35309,        2.67262,        0.36740,        9.46717,1,       -1.00000
134,-1,903987,134,      150.05920,        2.67142,        0.60090,        9.67289,1,       -1.00000
135,-1,903320,135,      150.49280,        2.67133,        0.42000,        9.35773,1,       -1.00000
136,-1,902838,136,      150.14778,        2.66918,        0.17890,        9.12648,1,       -1.00000
137,-1,902270,137,      150.27092,        2.66839,        0.41030,       10.30000,1,       -1.00000
138,-1,902087,138,      149.93597,        2.66684,        0.45000,       10.15210,1,       -1.00000
139,-1,901915,139,      150.27192,        2.66841,        0.60850,       10.49990,1,       -1.00000
140,-1,901397,140,      149.89990,        2.66787,        0.34170,        9.45131,1,       -1.00000
141,-1,901074,141,      150.39117,        2.66668,        0.72520,       10.35590,1,       -1.00000
142,-1,900934,142,      150.15467,        2.66766,        0.83270,        9.82979,1,       -1.00000
143,-1,900905,143,      149.90870,        2.66730,        0.52920,       10.21020,1,       -1.00000
144,-1,900662,144,      150.52913,        2.66671,        0.87090,       10.70280,1,       -1.00000
145,-1,900581,145,      150.60107,        2.66489,        0.99120,       11.09680,1,       -1.00000
146,-1,900522,146,      149.69294,        2.66386,        0.19130,        9.89440,1,       -1.00000
147,-1,900427,147,      150.30986,        2.66604,        0.89420,       10.51650,1,       -1.00000
148,-1,900294,148,      150.04602,        2.66385,        0.74920,       10.99960,1,       -1.00000
149,-1,900185,149,      150.29442,        2.66262,        0.49970,       10.84930,1,       -1.00000
150,-1,899815,150,      150.55671,        2.66352,        0.84980,       10.99470,1,       -1.00000
151,-1,899808,151,      150.57571,        2.66384,        0.99360,       10.92730,1,       -1.00000
152,-1,899714,152,      150.46462,        2.66529,        0.67520,        9.72498,1,       -1.00000
153,-1,899651,153,      150.40001,        2.66458,        0.42000,        9.41483,1,       -1.00000
154,-1,899261,154,      150.35853,        2.66451,        0.39670,        9.87985,1,       -1.00000
155,-1,899194,155,      149.97942,        2.66323,        0.73760,        9.99494,1,       -1.00000
156,-1,898126,156,      149.95345,        2.66032,        0.88980,       11.10600,1,       -1.00000
157,-1,897928,157,      150.52732,        2.66218,        0.91800,       10.59520,1,       -1.00000
158,-1,897583,158,      149.67542,        2.66043,        0.66000,        9.96127,1,       -1.00000
159,-1,897571,159,      150.58307,        2.66056,        0.79030,       11.01190,1,       -1.00000
160,-1,897121,160,      149.63981,        2.65954,        0.62460,        9.49090,1,       -1.00000
161,-1,896985,161,      150.05733,        2.66031,        0.68780,       10.43950,1,       -1.00000
162,-1,896655,162,      149.75625,        2.65757,        0.66560,        9.71587,1,       -1.00000
163,-1,896603,163,      149.80520,        2.65868,        0.99120,       10.92150,1,       -1.00000
164,-1,896246,164,      150.58184,        2.65682,        0.79870,       11.20120,1,       -1.00000
165,-1,896097,165,      150.29903,        2.65738,        0.52800,       10.92230,1,       -1.00000
166,-1,895691,166,      149.98510,        2.65727,        0.98530,       10.95140,1,       -1.00000
167,-1,895673,167,      150.52169,        2.65599,        0.21880,       10.03120,1,       -1.00000
168,-1,895275,168,      150.40620,        2.65761,        0.52260,       10.02110,1,       -1.00000
169,-1,895074,169,      150.54581,        2.65544,        0.21970,        9.14922,1,       -1.00000
170,-1,894779,170,      150.42710,        2.65644,        0.57000,       10.06840,1,       -1.00000
171,-1,894729,171,      150.27952,        2.65643,        0.28220,        9.15008,1,       -1.00000
172,-1,894446,172,      149.67313,        2.65718,        0.95550,       10.20000,1,       -1.00000
173,-1,894392,173,      149.77415,        2.65594,        0.93360,       10.65000,1,       -1.00000
174,-1,894348,174,      150.02453,        2.65760,        0.47540,        9.56593,1,       -1.00000
175,-1,894244,175,      149.91361,        2.65491,        0.20620,        9.94999,1,       -1.00000
176,-1,894181,176,      150.43660,        2.65624,        0.86970,       10.81690,1,       -1.00000
177,-1,894156,177,      150.59362,        2.65593,        0.61780,       10.39550,1,       -1.00000
178,-1,894154,178,      149.80555,        2.65657,        0.37000,        8.84772,1,       -1.00000
179,-1,894148,179,      150.55867,        2.65459,        0.81760,       11.24870,1,       -1.00000
180,-1,893857,180,      150.15995,        2.65434,        0.79110,       11.10000,1,       -1.00000
181,-1,893723,181,      150.15273,        2.65477,        0.98930,       10.92660,1,       -1.00000
182,-1,893610,182,      150.54083,        2.65456,        0.79530,       10.74640,1,       -1.00000
183,-1,893229,183,      149.97257,        2.65550,        0.91840,       10.65900,1,       -1.00000
184,-1,893129,184,      150.58296,        2.65464,        0.59200,       10.19660,1,       -1.00000
185,-1,892994,185,      149.93281,        2.65493,        0.94180,       10.04510,1,       -1.00000
186,-1,892922,186,      150.03506,        2.65224,        0.80100,       11.17030,1,       -1.00000
187,-1,892722,187,      150.54514,        2.65382,        0.55350,        9.57966,1,       -1.00000
188,-1,892536,188,      150.55977,        2.65331,        0.80510,       11.05000,1,       -1.00000
189,-1,892301,189,      150.04621,        2.65351,        0.79950,       10.41850,1,       -1.00000
190,-1,892131,190,      150.04438,        2.65201,        0.68990,        9.74514,1,       -1.00000
191,-1,891987,191,      150.30706,        2.65368,        0.44640,        9.35494,1,       -1.00000
192,-1,891891,192,      150.02943,        2.65193,        0.94520,       11.10880,1,       -1.00000
193,-1,891430,193,      150.03188,        2.65236,        0.79030,       10.38450,1,       -1.00000
194,-1,891062,194,      150.50291,        2.65091,        0.42630,        9.71991,1,       -1.00000
195,-1,890987,195,      149.85899,        2.65151,        0.99590,       10.06750,1,       -1.00000
196,-1,890747,196,      149.67370,        2.65083,        0.48730,        9.82862,1,       -1.00000
197,-1,890719,197,      150.53772,        2.64880,        0.65670,       10.92190,1,       -1.00000
198,-1,890361,198,      150.56990,        2.64909,        0.65360,        9.41773,1,       -1.00000
199,-1,889977,199,      150.48177,        2.65025,        0.78050,        9.49428,1,       -1.00000
200,-1,889893,200,      150.02293,        2.64944,        0.83720,       10.49750,1,       -1.00000
201,-1,889716,201,      150.03519,        2.64905,        0.48000,       10.42800,1,       -1.00000
202,-1,889450,202,      150.00394,        2.64969,        0.47510,        9.19589,1,       -1.00000
203,-1,889072,203,      150.47401,        2.64821,        0.47970,        9.28713,1,       -1.00000
204,-1,888882,204,      149.92677,        2.64751,        0.88000,       11.20410,1,       -1.00000
205,-1,888793,205,      149.78024,        2.64783,        0.97150,       10.25950,1,       -1.00000
206,-1,888471,206,      149.89737,        2.64709,        0.94390,       10.93740,1,       -1.00000
207,-1,888374,207,      149.88641,        2.64489,        0.24950,        9.85004,1,       -1.00000
208,-1,888330,208,      150.46565,        2.64578,        0.83710,       10.00000,1,       -1.00000
209,-1,888293,209,      149.91141,        2.64683,        0.90000,       10.13150,1,       -1.00000
210,-1,888288,210,      149.89098,        2.64663,        0.53930,        9.53142,1,       -1.00000
211,-1,888238,211,      149.93613,        2.64745,        0.60060,        9.93871,1,       -1.00000
212,-1,888194,212,      149.64136,        2.64649,        0.34070,        9.49167,1,       -1.00000
213,-1,888036,213,      150.43485,        2.64632,        0.80460,        9.89360,1,       -1.00000
214,-1,888017,214,      149.63409,        2.64658,        0.42260,        9.28716,1,       -1.00000
215,-1,887792,215,      150.50470,        2.64631,        0.63880,        9.33575,1,       -1.00000
216,-1,887685,216,      150.39035,        2.64617,        0.48930,        9.98557,1,       -1.00000
217,-1,887382,217,      150.54423,        2.64581,        0.39010,       10.95120,1,       -1.00000
218,-1,887205,218,      150.08989,        2.64346,        0.87010,       10.67440,1,       -1.00000
219,-1,887081,219,      150.42814,        2.64376,        0.71220,       10.74410,1,       -1.00000
220,-1,887002,220,      150.58329,        2.64350,        0.82610,       10.65330,1,       -1.00000
221,-1,886717,221,      150.56488,        2.64270,        0.87970,       11.03690,1,       -1.00000
222,-1,886658,222,      150.45734,        2.64208,        0.48950,        9.15476,1,       -1.00000
223,-1,886628,223,      150.36132,        2.64365,        0.73000,       11.00000,1,       -1.00000
224,-1,886541,224,      150.47433,        2.64386,        0.35580,        9.40202,1,       -1.00000
225,-1,886464,225,      150.53957,        2.64312,        0.66100,       10.33950,1,       -1.00000
226,-1,886327,226,      149.80295,        2.64367,        0.60980,       10.03810,1,       -1.00000
227,-1,886156,227,      149.80276,        2.64327,        0.85440,       10.91950,1,       -1.00000
228,-1,886112,228,      150.59447,        2.64161,        0.61430,       11.05040,1,       -1.00000
229,-1,885960,229,      150.01243,        2.64206,        0.58670,       10.37670,1,       -1.00000
230,-1,885499,230,      150.08901,        2.64255,        0.70810,       10.00210,1,       -1.00000
231,-1,885211,231,      150.01825,        2.64051,        0.34790,       10.68740,1,       -1.00000
232,-1,885124,232,      150.43873,        2.63944,        0.29000,        9.26317,1,       -1.00000
233,-1,884897,233,      150.53869,        2.64113,        0.61920,       10.36660,1,       -1.00000
234,-1,884826,234,      150.08057,        2.64036,        0.68150,       10.19530,1,       -1.00000
235,-1,884711,235,      150.04710,        2.64022,        0.41270,        9.86928,1,       -1.00000
236,-1,884464,236,      150.56414,        2.64019,        0.86930,       10.59990,1,       -1.00000
237,-1,883890,237,      150.54384,        2.63979,        0.64220,       10.11980,1,       -1.00000
238,-1,883783,238,      150.03896,        2.63961,        0.34160,        8.84243,1,       -1.00000
239,-1,883368,239,      150.21772,        2.63813,        0.43060,        9.78247,1,       -1.00000
240,-1,883319,240,      150.05642,        2.63917,        0.95940,        9.89896,1,       -1.00000
241,-1,883301,241,      150.52849,        2.63712,        0.51040,       10.65430,1,       -1.00000
242,-1,882827,242,      150.01408,        2.63854,        0.86710,       10.60150,1,       -1.00000
243,-1,882810,243,      150.56624,        2.63789,        0.45470,        9.37528,1,       -1.00000
244,-1,882612,244,      150.06138,        2.63574,        0.71190,       10.74990,1,       -1.00000
245,-1,882332,245,      150.13805,        2.63723,        0.63650,       10.19640,1,       -1.00000
246,-1,881897,246,      150.06928,        2.63437,        0.87220,       11.10130,1,       -1.00000
247,-1,881681,247,      149.82540,        2.63601,        0.73550,       10.15130,1,       -1.00000
248,-1,881668,248,      150.17247,        2.63495,        0.75540,       10.26860,1,       -1.00000
249,-1,881641,249,      150.04963,        2.63584,        0.44960,       10.08390,1,       -1.00000
250,-1,881575,250,      149.79840,        2.63456,        0.37840,        9.66188,1,       -1.00000
251,-1,881538,251,      149.96871,        2.63453,        0.66000,       10.35020,1,       -1.00000
252,-1,881435,252,      150.08120,        2.63411,        0.40230,       10.05690,1,       -1.00000
253,-1,881432,253,      149.98137,        2.63603,        0.56790,        9.48726,1,       -1.00000
254,-1,881391,254,      149.96637,        2.63524,        0.98290,       10.96690,1,       -1.00000
255,-1,881069,255,      149.96798,        2.63500,        0.89930,       10.70060,1,       -1.00000
256,-1,880802,256,      150.28994,        2.63498,        0.54740,        9.52632,1,       -1.00000
257,-1,880748,257,      149.81750,        2.63395,        0.45360,       10.12610,1,       -1.00000
258,-1,880701,258,      150.05232,        2.63364,        0.59930,       10.59170,1,       -1.00000
259,-1,880648,259,      149.92997,        2.63322,        0.89280,       10.95000,1,       -1.00000
260,-1,880566,260,      150.54731,        2.63556,        0.17000,       10.01400,1,       -1.00000
261,-1,880355,261,      149.94386,        2.63265,        0.69150,       11.07090,1,       -1.00000
262,-1,880120,262,      150.52600,        2.63127,        0.50120,       10.80000,1,       -1.00000
263,-1,879784,263,      150.14169,        2.63092,        0.22970,        9.05000,1,       -1.00000
264,-1,879743,264,      149.81453,        2.63350,        0.60640,        9.77209,1,       -1.00000
265,-1,879613,265,      149.93909,        2.63097,        0.34000,       10.90000,1,       -1.00000
266,-1,879583,266,      149.99364,        2.63244,        0.80380,       10.27160,1,       -1.00000
267,-1,879417,267,      149.69125,        2.63187,        0.99990,       10.23350,1,       -1.00000
268,-1,879412,268,      150.17107,        2.63116,        0.98410,       11.05010,1,       -1.00000
269,-1,879397,269,      150.07327,        2.63154,        0.66290,        9.81577,1,       -1.00000
270,-1,879177,270,      149.69036,        2.63190,        0.98500,       10.35750,1,       -1.00000
271,-1,879049,271,      150.52200,        2.63218,        0.82380,        9.66518,1,       -1.00000
272,-1,878944,272,      149.92815,        2.63202,        0.89740,       10.79480,1,       -1.00000
273,-1,878795,273,      149.90354,        2.63141,        0.48050,        9.58522,1,       -1.00000
274,-1,878425,274,      149.94598,        2.62991,        0.86510,       10.89350,1,       -1.00000
275,-1,878353,275,      149.95135,        2.63088,        0.65840,        9.68171,1,       -1.00000
276,-1,878068,276,      150.55291,        2.63265,        0.39080,       10.05000,1,       -1.00000
277,-1,877935,277,      149.82369,        2.63013,        0.85920,        9.52159,1,       -1.00000
278,-1,877619,278,      149.84404,        2.63001,        0.88550,        9.97614,1,       -1.00000
279,-1,877494,279,      150.07179,        2.62993,        0.75280,        9.49650,1,       -1.00000
280,-1,876155,280,      150.56492,        2.62533,        0.55430,       10.65010,1,       -1.00000
281,-1,875107,281,      150.07479,        2.62434,        0.52000,       10.75000,1,       -1.00000
282,-1,873867,282,      149.86356,        2.62485,        0.98020,       11.09250,1,       -1.00000
283,-1,873682,283,      150.07785,        2.62488,        0.75940,       10.55080,1,       -1.00000
284,-1,873230,284,      150.10546,        2.62552,        0.56360,        9.96215,1,       -1.00000
285,-1,872979,285,      150.13096,        2.62141,        0.26900,        9.75109,1,       -1.00000
286,-1,872682,286,      150.56295,        2.62360,        0.39770,        9.72284,1,       -1.00000
287,-1,872379,287,      149.78963,        2.62282,        0.34280,       10.48480,1,       -1.00000
288,-1,872163,288,      150.54826,        2.61995,        0.91810,       10.54290,1,       -1.00000
289,-1,871944,289,      149.91699,        2.62122,        0.96320,       10.99730,1,       -1.00000
290,-1,871874,290,      150.59508,        2.61970,        0.62860,        9.89560,1,       -1.00000
291,-1,871767,291,      150.59406,        2.62038,        0.85270,       11.20280,1,       -1.00000
292,-1,871562,292,      150.04683,        2.62039,        0.71780,       11.20000,1,       -1.00000
293,-1,871471,293,      150.11872,        2.62011,        0.86390,       10.95010,1,       -1.00000
294,-1,871352,294,      149.93417,        2.62082,        0.95970,       11.05000,1,       -1.00000
295,-1,871163,295,      149.90174,        2.62008,        0.95110,       11.09310,1,       -1.00000
296,-1,870684,296,      149.97672,        2.62039,        0.99490,       10.74230,1,       -1.00000
297,-1,870176,297,      150.11479,        2.62025,        0.29520,        9.09256,1,       -1.00000
298,-1,869585,298,      150.04717,        2.61974,        0.72570,       10.14560,1,       -1.00000
299,-1,869324,299,      150.17578,        2.61771,        0.67580,       10.39530,1,       -1.00000
300,-1,869215,300,      149.95816,        2.61746,        0.92030,       11.37470,1,       -1.00000
301,-1,869068,301,      149.62079,        2.61801,        0.83950,       10.75780,1,       -1.00000
302,-1,868709,302,      150.58854,        2.61763,        0.52360,        9.85443,1,       -1.00000
303,-1,868465,303,      149.86457,        2.61682,        0.91130,       10.17570,1,       -1.00000
304,-1,868455,304,      150.60117,        2.61656,        0.44800,        9.25199,1,       -1.00000
305,-1,868364,305,      149.94159,        2.61353,        0.16000,        9.44990,1,       -1.00000
306,-1,868288,306,      150.11664,        2.61731,        0.35350,        9.53621,1,       -1.00000
307,-1,868184,307,      150.28648,        2.61672,        0.72480,       10.54160,1,       -1.00000
308,-1,867915,308,      149.97422,        2.61730,        0.59970,        9.63927,1,       -1.00000
309,-1,867899,309,      149.92620,        2.61616,        0.53610,        9.54659,1,       -1.00000
310,-1,867833,310,      149.93701,        2.61583,        0.88830,        9.97119,1,       -1.00000
311,-1,867624,311,      149.92476,        2.61586,        0.92530,       10.84880,1,       -1.00000
312,-1,867237,312,      150.04628,        2.61284,        0.50300,       10.23480,1,       -1.00000
313,-1,866737,313,      150.11410,        2.61385,        0.34180,        9.77062,1,       -1.00000
314,-1,866730,314,      150.30232,        2.61517,        0.82000,        9.67235,1,       -1.00000
315,-1,866721,315,      150.41702,        2.61278,        0.53070,        9.78725,1,       -1.00000
316,-1,866356,316,      150.44537,        2.61373,        0.92670,        9.87653,1,       -1.00000
317,-1,866212,317,      149.99918,        2.61363,        0.65810,        9.53036,1,       -1.00000
318,-1,866025,318,      149.92254,        2.61221,        0.87020,       10.62930,1,       -1.00000
319,-1,865975,319,      150.41404,        2.61314,        0.98390,       10.85830,1,       -1.00000
320,-1,865616,320,      150.08072,        2.61247,        0.49770,        9.92569,1,       -1.00000
321,-1,865588,321,      150.41990,        2.61251,        0.80600,        9.94797,1,       -1.00000
322,-1,865528,322,      150.15673,        2.61204,        0.66510,        9.97874,1,       -1.00000
323,-1,865190,323,      150.08646,        2.61207,        0.90320,       10.64070,1,       -1.00000
