GroupID,cenID,cenID2015,RA_avg,Dec_avg,z_avg,HaloMass,GroupTag,Richness
0,0,925714,      149.65384,        2.70290,        0.41880,       11.68903,2,1
1,1,925376,      150.03592,        2.70286,        0.41130,       11.56637,2,1
2,2,925261,      150.14777,        2.70220,        0.33930,       11.84173,2,1
3,3,925224,      150.03909,        2.70281,        0.69710,       11.65820,2,1
4,4,924956,      150.04720,        2.70201,        0.48410,       11.41623,2,1
5,5,924883,      149.66329,        2.70287,        0.84350,       12.34957,2,1
6,6,924870,      150.11385,        2.70199,        0.73120,       12.52329,2,1
7,7,924702,      149.66407,        2.70233,        0.82480,       12.16824,2,1
8,8,924599,      150.08958,        2.70283,        0.32840,       11.41901,2,1
9,9,924469,      150.48798,        2.70218,        0.65880,       11.96887,2,1
10,10,924343,      150.13824,        2.70153,        0.74460,       11.99229,2,1
11,11,924064,      150.16582,        2.70232,        0.85600,       12.05601,2,1
12,12,923504,      149.86406,        2.69999,        0.92610,       12.24869,2,1
13,13,923400,      150.56649,        2.70073,        0.61300,       11.58605,2,1
14,14,922881,      150.28471,        2.69950,        0.61460,       11.91996,2,1
15,15,922840,      149.62517,        2.70022,        0.32520,       11.68203,2,1
16,16,922551,      150.07899,        2.69983,        0.61950,       11.38613,2,1
17,17,922358,      150.43579,        2.69733,        0.96420,       12.77819,2,1
18,18,922333,      150.12745,        2.69667,        0.53280,       11.45534,2,1
19,19,922180,      149.78883,        2.69823,        0.26460,       11.29185,2,1
20,20,922179,      150.59058,        2.69852,        0.62280,       12.01157,2,1
21,21,922172,      150.04854,        2.69899,        0.68360,       12.16505,2,1
22,22,922080,      150.11294,        2.69810,        0.40160,       11.95532,2,1
23,23,921814,      150.08046,        2.69839,        0.84120,       11.99679,2,1
24,24,921806,      150.15552,        2.69688,        0.44010,       11.21672,2,1
25,25,921675,      150.05314,        2.69819,        0.43020,       11.20953,2,1
26,26,921646,      150.18420,        2.69745,        0.32000,       11.65668,2,1
27,27,921641,      150.16620,        2.69698,        0.52750,       11.86127,2,1
28,28,921626,      149.98867,        2.69622,        0.24900,       11.63248,2,1
29,29,921451,      149.79666,        2.69570,        0.99970,       12.43294,2,1
30,30,921044,      149.90945,        2.69681,        0.40420,       11.44758,2,1
31,31,920682,      149.91830,        2.69596,        0.37000,       11.13739,2,1
32,32,919798,      150.36273,        2.69544,        0.25010,       11.32644,2,1
33,33,919650,      150.17235,        2.69483,        0.33000,       11.47568,2,1
34,34,919605,      150.05799,        2.69343,        0.71280,       12.12591,2,1
35,35,919506,      150.01908,        2.69501,        0.56930,       11.52795,2,1
36,36,919043,      150.15777,        2.69226,        0.43930,       12.07300,2,1
37,37,919038,      150.57416,        2.69201,        0.80860,       12.35793,2,1
38,38,919002,      150.45001,        2.69434,        0.52520,       11.84710,2,1
39,39,918982,      149.94574,        2.69348,        0.50790,       12.18345,2,1
40,40,918951,      150.01183,        2.69452,        0.73080,       11.99087,2,1
41,41,918923,      149.95844,        2.69378,        0.53020,       11.67714,2,1
42,42,918738,      150.29799,        2.69285,        0.36510,       11.34218,2,1
43,43,918377,      150.15634,        2.69214,        0.75840,       11.97105,2,1
44,44,918250,      149.81397,        2.69325,        0.43340,       11.43655,2,1
45,45,918245,      150.16236,        2.69343,        0.72670,       11.95366,2,1
46,46,918233,      149.76541,        2.69310,        0.64250,       11.62331,2,1
47,47,918080,      149.85065,        2.69193,        0.95600,       12.72897,2,1
48,48,917812,      150.17921,        2.69005,        0.72050,       12.48713,2,1
49,49,917804,      149.79089,        2.69139,        0.45970,       12.09250,2,1
50,50,917701,      150.54130,        2.69203,        0.49370,       11.58336,2,1
51,51,917694,      149.86912,        2.69174,        0.18690,       11.09682,2,1
52,52,917600,      150.02929,        2.69014,        0.73570,       12.58937,2,1
53,53,917592,      150.11388,        2.69144,        0.77550,       11.55504,2,1
54,54,917544,      149.82885,        2.69001,        0.69790,       12.58016,2,1
55,55,917369,      150.02551,        2.69146,        0.62520,       11.64098,2,1
56,56,917215,      150.16250,        2.69287,        0.62550,       11.61840,2,1
57,57,917209,      149.79408,        2.69156,        0.27010,       11.40599,2,1
58,58,917042,      150.13017,        2.69080,        0.42580,       11.78629,2,1
59,59,916865,      149.84397,        2.69253,        0.94240,       11.71455,2,1
60,60,916714,      150.05406,        2.69091,        0.97600,       11.89132,2,1
61,61,916709,      150.17180,        2.69038,        0.95370,       12.32072,2,1
62,62,916507,      150.11891,        2.69052,        0.68760,       11.74831,2,1
63,63,916311,      149.84448,        2.69260,        0.93100,       11.60438,2,1
64,64,916307,      150.16691,        2.68972,        0.98900,       12.74181,2,1
65,65,916174,      150.33447,        2.69086,        0.82660,       11.98449,2,1
66,66,916060,      150.32378,        2.68982,        0.98930,       12.60142,2,1
67,67,915973,      150.30060,        2.69050,        0.85940,       11.72319,2,1
68,68,915913,      150.55716,        2.68855,        0.88060,       11.77508,2,1
69,69,915732,      150.05217,        2.68921,        0.41050,       11.12984,2,1
70,70,915649,      150.11848,        2.68650,        0.12940,       11.11320,2,1
71,71,915590,      150.54223,        2.68779,        0.71330,       12.00893,2,1
72,72,915308,      150.02813,        2.68934,        0.64890,       11.87610,2,1
73,73,915241,      150.16299,        2.68872,        0.50820,       11.65745,2,1
74,74,915155,      149.97620,        2.68911,        0.73230,       11.64889,2,1
75,75,915008,      150.55597,        2.68795,        0.93110,       11.99360,2,1
76,76,914892,      149.78685,        2.68674,        0.70040,       11.82474,2,1
77,77,914800,      150.40820,        2.68820,        0.80850,       11.67913,2,1
78,78,914748,      150.60137,        2.68760,        0.80010,       12.04461,2,1
79,79,914720,      149.96041,        2.68637,        0.46950,       11.58910,2,1
80,80,914486,      149.81886,        2.68769,        0.45890,       11.60602,2,1
81,81,914372,      150.10657,        2.68675,        0.33020,       12.33643,2,1
82,82,914106,      150.29762,        2.68710,        0.40670,       11.20811,2,1
83,83,914037,      149.97878,        2.68792,        0.66020,       11.46260,2,1
84,84,913934,      149.92897,        2.68680,        0.44270,       11.18061,2,1
85,85,913920,      150.50441,        2.68672,        0.77720,       11.62577,2,1
86,86,913333,      150.53630,        2.68307,        0.23000,       11.52389,2,1
87,87,912969,      150.58979,        2.68454,        0.84170,       12.15871,2,1
88,88,912708,      150.07927,        2.68254,        0.81510,       12.67555,2,1
89,89,912241,      150.54468,        2.68332,        0.20400,       11.07211,2,1
90,90,912075,      150.16448,        2.68205,        0.25000,       11.63253,2,1
91,91,911967,      150.21999,        2.68360,        0.32010,       11.44842,2,1
92,92,911827,      149.91141,        2.68277,        0.86920,       12.67288,2,1
93,93,911550,      149.69041,        2.68004,        0.53550,       11.95629,2,1
94,94,911187,      149.74501,        2.67978,        0.87010,       12.72810,2,1
95,95,911163,      150.53999,        2.68283,        0.63730,       11.81936,2,1
96,96,911004,      149.73260,        2.67950,        0.48040,       12.41200,2,1
97,97,910981,      150.44606,        2.68231,        0.32610,       11.07843,2,1
98,98,910693,      150.58250,        2.68175,        0.36980,       11.26691,2,1
99,99,910459,      150.02575,        2.67968,        0.68440,       11.61714,2,1
100,100,910458,      149.75039,        2.68011,        0.87000,       12.50384,2,1
101,101,910258,      150.03698,        2.67998,        0.62710,       11.73898,2,1
102,102,910252,      150.27916,        2.68137,        0.93680,       11.80195,2,1
103,103,909644,      149.96266,        2.67951,        0.34000,       12.31344,2,1
104,104,909449,      150.08029,        2.68002,        0.97740,       11.86096,2,1
105,105,909413,      150.10673,        2.68017,        0.60450,       11.59002,2,1
106,106,909279,      150.54106,        2.67970,        0.87110,       12.30914,2,1
107,107,908995,      149.99440,        2.67754,        0.67190,       12.41138,2,1
108,108,908994,      150.15726,        2.67877,        0.79160,       12.34064,2,1
109,109,908782,      150.03550,        2.67778,        0.54850,       12.33388,2,1
110,110,907934,      150.28493,        2.67495,        0.25000,       11.95598,2,1
111,111,907848,      149.98913,        2.67587,        0.27050,       11.13470,2,1
112,112,907551,      149.79768,        2.67553,        0.22140,       11.25371,2,1
113,113,907494,      149.76000,        2.67606,        0.22000,       11.17355,2,1
114,114,907207,      149.80630,        2.67520,        0.91300,       12.45062,2,1
115,115,907040,      150.55543,        2.67674,        0.76150,       11.63715,2,1
116,116,906923,      150.05265,        2.67576,        0.73010,       11.87431,2,1
117,117,906887,      150.56143,        2.67566,        0.42010,       11.33381,2,1
118,118,906634,      150.03842,        2.67596,        0.67100,       11.52712,2,1
119,119,906539,      150.44124,        2.67244,        0.87060,       12.67711,2,1
120,120,906482,      149.94647,        2.67519,        0.60100,       11.97064,2,1
121,121,905995,      150.51007,        2.67527,        0.20860,       11.21151,2,1
122,122,905936,      150.14113,        2.67285,        0.49490,       11.82901,2,1
123,123,905777,      150.49082,        2.67386,        0.44900,       11.69751,2,1
124,124,905639,      149.67772,        2.67247,        0.47020,       12.29585,2,1
125,125,905617,      150.34675,        2.67367,        0.81140,       11.74574,2,1
126,126,905518,      149.62920,        2.67200,        0.50620,       12.02439,2,1
127,127,905051,      150.31606,        2.67228,        0.34280,       11.55929,2,1
128,128,904955,      150.53531,        2.67152,        0.81920,       12.04047,2,1
129,129,904808,      150.20605,        2.67289,        0.30900,       12.55173,2,1
130,130,904768,      149.79001,        2.67296,        0.81670,       12.14802,2,1
131,131,904663,      149.85900,        2.67147,        0.26010,       11.43234,2,1
132,132,904343,      150.28357,        2.67266,        0.52600,       11.69153,2,1
133,133,904324,      150.35309,        2.67262,        0.36740,       11.42004,2,1
134,134,903987,      150.05920,        2.67142,        0.60090,       11.49928,2,1
135,135,903320,      150.49280,        2.67133,        0.42000,       11.31615,2,1
136,136,902838,      150.14778,        2.66918,        0.17890,       11.18006,2,1
137,137,902270,      150.27092,        2.66839,        0.41030,       11.84680,2,1
138,138,902087,      149.93597,        2.66684,        0.45000,       11.75993,2,1
139,139,901915,      150.27192,        2.66841,        0.60850,       11.96874,2,1
140,140,901397,      149.89990,        2.66787,        0.34170,       11.41809,2,1
141,141,901074,      150.39117,        2.66668,        0.72520,       11.91497,2,1
142,142,900934,      150.15467,        2.66766,        0.83270,       11.59391,2,1
143,143,900905,      149.90870,        2.66730,        0.52920,       11.81096,2,1
144,144,900662,      150.52913,        2.66671,        0.87090,       12.17673,2,1
145,145,900581,      150.60107,        2.66489,        0.99120,       12.62792,2,1
146,146,900522,      149.69294,        2.66386,        0.19130,       11.57627,2,1
147,147,900427,      150.30986,        2.66604,        0.89420,       12.03144,2,1
148,148,900294,      150.04602,        2.66385,        0.74920,       12.46166,2,1
149,149,900185,      150.29442,        2.66262,        0.49970,       12.29036,2,1
150,150,899815,      150.55671,        2.66352,        0.84980,       12.42357,2,1
151,151,899808,      150.57571,        2.66384,        0.99360,       12.32537,2,1
152,152,899714,      150.46462,        2.66529,        0.67520,       11.48239,2,1
153,153,899651,      150.40001,        2.66458,        0.42000,       11.33945,2,1
154,154,899261,      150.35853,        2.66451,        0.39670,       11.64850,2,1
155,155,899194,      149.97942,        2.66323,        0.73760,       11.71965,2,1
156,156,898126,      149.95345,        2.66032,        0.88980,       12.57211,2,1
157,157,897928,      150.52732,        2.66218,        0.91800,       12.08730,2,1
158,158,897583,      149.67542,        2.66043,        0.66000,       11.62001,2,1
159,159,897571,      150.58307,        2.66056,        0.79030,       12.54735,2,1
160,160,897121,      149.63981,        2.65954,        0.62460,       11.43465,2,1
161,161,896985,      150.05733,        2.66031,        0.68780,       11.91915,2,1
162,162,896655,      149.75625,        2.65757,        0.66560,       11.52862,2,1
163,163,896603,      149.80520,        2.65868,        0.99120,       12.35881,2,1
164,164,896246,      150.58184,        2.65682,        0.79870,       12.69908,2,1
165,165,896097,      150.29903,        2.65738,        0.52800,       12.42605,2,1
166,166,895691,      149.98510,        2.65727,        0.98530,       12.43087,2,1
167,167,895673,      150.52169,        2.65599,        0.21880,       11.68051,2,1
168,168,895275,      150.40620,        2.65761,        0.52260,       11.68609,2,1
169,169,895074,      150.54581,        2.65544,        0.21970,       11.24247,2,1
170,170,894779,      150.42710,        2.65644,        0.57000,       11.72629,2,1
171,171,894729,      150.27952,        2.65643,        0.28220,       11.32189,2,1
172,172,894446,      149.67313,        2.65718,        0.95550,       11.84228,2,1
173,173,894392,      149.77415,        2.65594,        0.93360,       12.13727,2,1
174,174,894348,      150.02453,        2.65760,        0.47540,       11.42873,2,1
175,175,894244,      149.91361,        2.65491,        0.20620,       11.61094,2,1
176,176,894181,      150.43660,        2.65624,        0.86970,       12.21989,2,1
177,177,894156,      150.59362,        2.65593,        0.61780,       11.96937,2,1
178,178,894154,      149.80555,        2.65657,        0.37000,       11.06445,2,1
179,179,894148,      150.55867,        2.65459,        0.81760,       12.69451,2,1
180,180,893857,      150.15995,        2.65434,        0.79110,       12.54395,2,1
181,181,893723,      150.15273,        2.65477,        0.98930,       12.35398,2,1
182,182,893610,      150.54083,        2.65456,        0.79530,       12.23326,2,1
183,183,893229,      149.97257,        2.65550,        0.91840,       12.14323,2,1
184,184,893129,      150.58296,        2.65464,        0.59200,       11.81322,2,1
185,185,892994,      149.93281,        2.65493,        0.94180,       11.76414,2,1
186,186,892922,      150.03506,        2.65224,        0.80100,       12.64342,2,1
187,187,892722,      150.54514,        2.65382,        0.55350,       11.47574,2,1
188,188,892536,      150.55977,        2.65331,        0.80510,       12.46198,2,1
189,189,892301,      150.04621,        2.65351,        0.79950,       11.93451,2,1
190,190,892131,      150.04438,        2.65201,        0.68990,       11.55577,2,1
191,191,891987,      150.30706,        2.65368,        0.44640,       11.33085,2,1
192,192,891891,      150.02943,        2.65193,        0.94520,       12.70939,2,1
193,193,891430,      150.03188,        2.65236,        0.79030,       11.89767,2,1
194,194,891062,      150.50291,        2.65091,        0.42630,       11.47195,2,1
195,195,890987,      149.85899,        2.65151,        0.99590,       12.09040,2,1
196,196,890747,      149.67370,        2.65083,        0.48730,       11.56064,2,1
197,197,890719,      150.53772,        2.64880,        0.65670,       12.35352,2,1
198,198,890361,      150.56990,        2.64909,        0.65360,       11.37681,2,1
199,199,889977,      150.48177,        2.65025,        0.78050,       11.43005,2,1
200,200,889893,      150.02293,        2.64944,        0.83720,       12.02642,2,1
201,201,889716,      150.03519,        2.64905,        0.48000,       11.90820,2,1
202,202,889450,      150.00394,        2.64969,        0.47510,       11.30570,2,1
203,203,889072,      150.47401,        2.64821,        0.47970,       11.41045,2,1
204,204,888882,      149.92677,        2.64751,        0.88000,       12.73443,2,1
205,205,888793,      149.78024,        2.64783,        0.97150,       11.93142,2,1
206,206,888471,      149.89737,        2.64709,        0.94390,       12.33330,2,1
207,207,888374,      149.88641,        2.64489,        0.24950,       11.59998,2,1
208,208,888330,      150.46565,        2.64578,        0.83710,       11.71337,2,1
209,209,888293,      149.91141,        2.64683,        0.90000,       11.82953,2,1
210,210,888288,      149.89098,        2.64663,        0.53930,       11.48490,2,1
211,211,888238,      149.93613,        2.64745,        0.60060,       11.63967,2,1
212,212,888194,      149.64136,        2.64649,        0.34070,       11.39842,2,1
213,213,888036,      150.43485,        2.64632,        0.80460,       11.64986,2,1
214,214,888017,      149.63409,        2.64658,        0.42260,       11.39228,2,1
215,215,887792,      150.50470,        2.64631,        0.63880,       11.35841,2,1
216,216,887685,      150.39035,        2.64617,        0.48930,       11.63350,2,1
217,217,887382,      150.54423,        2.64581,        0.39010,       12.37160,2,1
218,218,887205,      150.08989,        2.64346,        0.87010,       12.12339,2,1
219,219,887081,      150.42814,        2.64376,        0.71220,       12.15308,2,1
220,220,887002,      150.58329,        2.64350,        0.82610,       12.08228,2,1
221,221,886717,      150.56488,        2.64270,        0.87970,       12.49383,2,1
222,222,886658,      150.45734,        2.64208,        0.48950,       11.25456,2,1
223,223,886628,      150.36132,        2.64365,        0.73000,       12.45689,2,1
224,224,886541,      150.47433,        2.64386,        0.35580,       11.35405,2,1
225,225,886464,      150.53957,        2.64312,        0.66100,       11.88035,2,1
226,226,886327,      149.80295,        2.64367,        0.60980,       11.72697,2,1
227,227,886156,      149.80276,        2.64327,        0.85440,       12.37572,2,1
228,228,886112,      150.59447,        2.64161,        0.61430,       12.51074,2,1
229,229,885960,      150.01243,        2.64206,        0.58670,       11.87876,2,1
230,230,885499,      150.08901,        2.64255,        0.70810,       11.66045,2,1
231,231,885211,      150.01825,        2.64051,        0.34790,       12.13682,2,1
232,232,885124,      150.43873,        2.63944,        0.29000,       11.26337,2,1
233,233,884897,      150.53869,        2.64113,        0.61920,       11.90915,2,1
234,234,884826,      150.08057,        2.64036,        0.68150,       11.80008,2,1
235,235,884711,      150.04710,        2.64022,        0.41270,       11.54162,2,1
236,236,884464,      150.56414,        2.64019,        0.86930,       12.09488,2,1
237,237,883890,      150.54384,        2.63979,        0.64220,       11.73640,2,1
238,238,883783,      150.03896,        2.63961,        0.34160,       11.06896,2,1
239,239,883368,      150.21772,        2.63813,        0.43060,       11.50710,2,1
240,240,883319,      150.05642,        2.63917,        0.95940,       11.76308,2,1
241,241,883301,      150.52849,        2.63712,        0.51040,       12.09773,2,1
242,242,882827,      150.01408,        2.63854,        0.86710,       12.09995,2,1
243,243,882810,      150.56624,        2.63789,        0.45470,       11.37582,2,1
244,244,882612,      150.06138,        2.63574,        0.71190,       12.15792,2,1
245,245,882332,      150.13805,        2.63723,        0.63650,       11.79503,2,1
246,246,881897,      150.06928,        2.63437,        0.87220,       12.60071,2,1
247,247,881681,      149.82540,        2.63601,        0.73550,       11.82428,2,1
248,248,881668,      150.17247,        2.63495,        0.75540,       11.88384,2,1
249,249,881641,      150.04963,        2.63584,        0.44960,       11.68309,2,1
250,250,881575,      149.79840,        2.63456,        0.37840,       11.46655,2,1
251,251,881538,      149.96871,        2.63453,        0.66000,       11.91608,2,1
252,252,881435,      150.08120,        2.63411,        0.40230,       11.63188,2,1
253,253,881432,      149.98137,        2.63603,        0.56790,       11.52261,2,1
254,254,881391,      149.96637,        2.63524,        0.98290,       12.56111,2,1
255,255,881069,      149.96798,        2.63500,        0.89930,       12.17134,2,1
256,256,880802,      150.28994,        2.63498,        0.54740,       11.42896,2,1
257,257,880748,      149.81750,        2.63395,        0.45360,       11.81807,2,1
258,258,880701,      150.05232,        2.63364,        0.59930,       12.02492,2,1
259,259,880648,      149.92997,        2.63322,        0.89280,       12.32919,2,1
260,260,880566,      150.54731,        2.63556,        0.17000,       11.70401,2,1
261,261,880355,      149.94386,        2.63265,        0.69150,       12.55318,2,1
262,262,880120,      150.52600,        2.63127,        0.50120,       12.23654,2,1
263,263,879784,      150.14169,        2.63092,        0.22970,       11.14777,2,1
264,264,879743,      149.81453,        2.63350,        0.60640,       11.55108,2,1
265,265,879613,      149.93909,        2.63097,        0.34000,       12.25765,2,1
266,266,879583,      149.99364,        2.63244,        0.80380,       11.86934,2,1
267,267,879417,      149.69125,        2.63187,        0.99990,       12.20419,2,1
268,268,879412,      150.17107,        2.63116,        0.98410,       12.56407,2,1
269,269,879397,      150.07327,        2.63154,        0.66290,       11.54563,2,1
270,270,879177,      149.69036,        2.63190,        0.98500,       12.04362,2,1
271,271,879049,      150.52200,        2.63218,        0.82380,       11.56817,2,1
272,272,878944,      149.92815,        2.63202,        0.89740,       12.22878,2,1
273,273,878795,      149.90354,        2.63141,        0.48050,       11.46236,2,1
274,274,878425,      149.94598,        2.62991,        0.86510,       12.34711,2,1
275,275,878353,      149.95135,        2.63088,        0.65840,       11.55628,2,1
276,276,878068,      150.55291,        2.63265,        0.39080,       11.69129,2,1
277,277,877935,      149.82369,        2.63013,        0.85920,       11.53910,2,1
278,278,877619,      149.84404,        2.63001,        0.88550,       11.68556,2,1
279,279,877494,      150.07179,        2.62993,        0.75280,       11.41975,2,1
280,280,876155,      150.56492,        2.62533,        0.55430,       12.09074,2,1
281,281,875107,      150.07479,        2.62434,        0.52000,       12.13403,2,1
282,282,873867,      149.86356,        2.62485,        0.98020,       12.64878,2,1
283,283,873682,      150.07785,        2.62488,        0.75940,       12.05770,2,1
284,284,873230,      150.10546,        2.62552,        0.56360,       11.64082,2,1
285,285,872979,      150.13096,        2.62141,        0.26900,       11.48705,2,1
286,286,872682,      150.56295,        2.62360,        0.39770,       11.52915,2,1
287,287,872379,      149.78963,        2.62282,        0.34280,       12.01073,2,1
288,288,872163,      150.54826,        2.61995,        0.91810,       12.07212,2,1
289,289,871944,      149.91699,        2.62122,        0.96320,       12.43924,2,1
290,290,871874,      150.59508,        2.61970,        0.62860,       11.62691,2,1
291,291,871767,      150.59406,        2.62038,        0.85270,       12.71529,2,1
292,292,871562,      150.04683,        2.62039,        0.71780,       12.72288,2,1
293,293,871471,      150.11872,        2.62011,        0.86390,       12.32029,2,1
294,294,871352,      149.93417,        2.62082,        0.95970,       12.52180,2,1
295,295,871163,      149.90174,        2.62008,        0.95110,       12.63800,2,1
296,296,870684,      149.97672,        2.62039,        0.99490,       12.25811,2,1
297,297,870176,      150.11479,        2.62025,        0.29520,       11.24793,2,1
298,298,869585,      150.04717,        2.61974,        0.72570,       11.78349,2,1
299,299,869324,      150.17578,        2.61771,        0.67580,       11.94474,2,1
300,300,869215,      149.95816,        2.61746,        0.92030,       13.05716,2,1
301,301,869068,      149.62079,        2.61801,        0.83950,       12.18520,2,1
302,302,868709,      150.58854,        2.61763,        0.52360,       11.59861,2,1
303,303,868465,      149.86457,        2.61682,        0.91130,       11.86125,2,1
304,304,868455,      150.60117,        2.61656,        0.44800,       11.32839,2,1
305,305,868364,      149.94159,        2.61353,        0.16000,       11.31601,2,1
306,306,868288,      150.11664,        2.61731,        0.35350,       11.41979,2,1
307,307,868184,      150.28648,        2.61672,        0.72480,       12.05312,2,1
308,308,867915,      149.97422,        2.61730,        0.59970,       11.50197,2,1
309,309,867899,      149.92620,        2.61616,        0.53610,       11.43079,2,1
310,310,867833,      149.93701,        2.61583,        0.88830,       11.65134,2,1
311,311,867624,      149.92476,        2.61586,        0.92530,       12.33016,2,1
312,312,867237,      150.04628,        2.61284,        0.50300,       11.84180,2,1
313,313,866737,      150.11410,        2.61385,        0.34180,       11.52651,2,1
314,314,866730,      150.30232,        2.61517,        0.82000,       11.64683,2,1
315,315,866721,      150.41702,        2.61278,        0.53070,       11.54790,2,1
316,316,866356,      150.44537,        2.61373,        0.92670,       11.85069,2,1
317,317,866212,      149.99918,        2.61363,        0.65810,       11.53677,2,1
318,318,866025,      149.92254,        2.61221,        0.87020,       12.10900,2,1
319,319,865975,      150.41404,        2.61314,        0.98390,       12.39505,2,1
320,320,865616,      150.08072,        2.61247,        0.49770,       11.58110,2,1
321,321,865588,      150.41990,        2.61251,        0.80600,       11.81324,2,1
322,322,865528,      150.15673,        2.61204,        0.66510,       11.65749,2,1
323,323,865190,      150.08646,        2.61207,        0.90320,       12.10884,2,1
324,324,864942,      149.97614,        2.60857,        0.71080,       12.51784,2,1
325,325,864852,      150.40067,        2.61244,        0.73880,       11.48257,2,1
326,326,864613,      149.92369,        2.60858,        0.33010,       12.30384,2,1
327,327,864491,      150.11501,        2.60954,        0.34020,       11.33937,2,1
328,328,864423,      149.92212,        2.60804,        0.88580,       13.48388,2,1
329,329,864366,      150.59420,        2.61043,        0.18500,       11.11364,2,1
330,330,864268,      149.62051,        2.61013,        0.95030,       12.42259,2,1
331,331,864095,      150.15807,        2.60743,        0.59420,       11.88156,2,1
332,332,864084,      150.05237,        2.60782,        0.40980,       11.85583,2,1
333,333,864033,      150.17615,        2.60812,        0.98830,       12.80634,2,1
334,334,863831,      149.92805,        2.61005,        0.31950,       11.31384,2,1
335,335,863740,      150.12874,        2.60687,        0.99610,       13.15755,2,1
336,336,863739,      150.15174,        2.60674,        0.49390,       12.22957,2,1
337,337,863154,      150.54599,        2.60826,        0.88900,       11.82486,2,1
338,338,863067,      149.92782,        2.60665,        0.88000,       13.19099,2,1
339,339,863026,      150.57617,        2.60792,        0.55940,       11.39234,2,1
340,340,862714,      149.91835,        2.60841,        0.73700,       12.13129,2,1
341,341,862678,      149.74336,        2.60417,        0.49000,       11.43323,2,1
342,342,862654,      150.57201,        2.60658,        0.65910,       11.96677,2,1
343,343,862536,      149.93322,        2.60866,        0.74800,       11.70460,2,1
344,344,862418,      150.19709,        2.60721,        0.80620,       11.61237,2,1
345,345,862091,      149.93331,        2.60639,        0.82780,       12.06353,2,1
346,346,861887,      149.92705,        2.60642,        0.75580,       12.10800,2,1
347,347,861753,      150.30097,        2.60716,        0.66150,       11.45495,2,1
348,348,861648,      150.53530,        2.60615,        0.59750,       11.69173,2,1
349,349,861614,      149.91827,        2.60644,        0.73130,       12.14403,2,1
350,350,861311,      150.16438,        2.60541,        0.60710,       11.42242,2,1
351,351,861309,      150.31424,        2.60498,        0.34260,       11.78395,2,1
352,352,861100,      150.14183,        2.60618,        0.66560,       11.69679,2,1
353,353,860978,      150.18297,        2.60583,        0.69680,       11.67482,2,1
354,354,860940,      149.78330,        2.60537,        0.94400,       11.91599,2,1
355,355,860882,      150.54977,        2.60167,        0.11000,       11.66578,2,1
356,356,860852,      150.06667,        2.60476,        0.94660,       12.13671,2,1
357,357,860381,      150.05392,        2.60327,        0.47950,       11.77538,2,1
358,358,860270,      150.12244,        2.60130,        0.58030,       11.94209,2,1
359,359,860204,      149.83481,        2.60369,        0.22630,       11.07035,2,1
360,360,860183,      150.57765,        2.60143,        0.60490,       12.47786,2,1
361,361,860133,      149.87122,        2.60358,        0.39000,       12.65822,2,1
362,362,860084,      150.02091,        2.60425,        0.66360,       11.58239,2,1
363,363,860011,      150.17045,        2.60305,        0.66250,       11.56800,2,1
364,364,859767,      150.06233,        2.60373,        0.84990,       11.76062,2,1
365,365,859691,      150.08609,        2.60038,        0.97900,       12.93884,2,1
366,366,859442,      150.13297,        2.60214,        0.48040,       11.68234,2,1
367,367,859417,      150.02018,        2.60272,        0.56930,       11.53079,2,1
368,368,859393,      150.56973,        2.60118,        0.90160,       11.98772,2,1
369,369,859169,      149.67234,        2.60123,        0.98180,       12.25175,2,1
370,370,859135,      150.53170,        2.60219,        0.80220,       11.77562,2,1
371,371,859087,      150.16613,        2.60115,        0.50930,       11.47696,2,1
372,372,859023,      150.17094,        2.60212,        0.54340,       11.35487,2,1
373,373,859015,      150.09069,        2.60002,        0.97920,       12.78580,2,1
374,374,858973,      149.71091,        2.60104,        0.10290,       11.66823,2,1
375,375,858719,      150.56577,        2.60219,        0.66250,       11.56964,2,1
376,376,858637,      149.63864,        2.59866,        0.29970,       12.04747,2,1
377,377,858622,      149.66820,        2.60159,        0.47250,       11.69454,2,1
378,378,858621,      150.43084,        2.60200,        0.76360,       11.61650,2,1
379,379,858446,      149.92400,        2.59792,        0.63030,       12.25085,2,1
380,380,858248,      149.63727,        2.60173,        0.54210,       13.64210,2,1
381,381,858099,      150.08081,        2.59988,        0.70540,       12.32638,2,1
382,382,857978,      150.16745,        2.60057,        0.53170,       11.41901,2,1
383,383,857963,      149.80519,        2.59748,        0.32570,       11.57768,2,1
384,384,857914,      150.16817,        2.59973,        0.42280,       11.32894,2,1
385,385,857817,      150.02989,        2.60109,        0.43650,       11.25706,2,1
386,386,857714,      150.18651,        2.59916,        0.90390,       12.20701,2,1
387,387,857559,      150.44272,        2.59855,        0.58640,       11.64303,2,1
388,388,857330,      150.39668,        2.59841,        0.53320,       12.01490,2,1
389,389,857261,      150.26354,        2.59974,        0.36360,       11.10867,2,1
390,390,857130,      149.73704,        2.60457,        0.67790,       12.30549,2,1
391,391,857089,      149.77788,        2.59716,        0.37010,       11.43868,2,1
392,392,856983,      150.18055,        2.59870,        0.89580,       12.22571,2,1
393,393,856978,      150.04856,        2.59757,        0.60200,       11.80631,2,1
394,394,856871,      150.52463,        2.59917,        0.60040,       11.67009,2,1
395,395,856818,      149.77484,        2.59649,        0.41190,       12.15573,2,1
396,396,856802,      149.94238,        2.59726,        0.91290,       12.30668,2,1
397,397,856752,      150.14519,        2.59758,        0.67290,       11.95613,2,1
