GroupID,cenID,cenID2015,RA_avg,Dec_avg,z_avg,HaloMass,GroupTag,Richness
3652,3704,912440,      149.89171,        2.68410,        0.35760,       11.72953,0,1
3653,3705,921259,      149.89322,        2.69835,        0.91390,       12.01591,0,1
3654,3706,921140,      149.89336,        2.69657,        0.46960,       12.05584,0,1
3655,3707,894402,      149.89677,        2.65469,        0.88860,       13.06877,0,1
3656,3708,909898,      149.89827,        2.68140,        0.67970,       11.56756,0,1
3657,3709,897797,      149.90010,        2.66241,        0.98760,       12.08091,0,1
3658,3710,897140,      149.90193,        2.66030,        0.73590,       12.29853,0,1
3659,3711,898289,      149.90225,        2.66336,        0.21810,       11.09355,0,1
3660,3712,899834,      149.90308,        2.66252,        0.65360,       11.48149,0,1
3661,3713,902895,      149.90416,        2.66942,        0.37460,       11.56705,0,1
3662,3714,920024,      149.90802,        2.69561,        0.21760,       11.23846,0,1
3663,3715,918620,      149.90938,        2.69118,        0.30560,       11.67322,0,1
3664,3716,883741,      149.91194,        2.64050,        0.94350,       11.67281,0,1
3665,3717,899299,      149.91213,        2.66447,        0.24810,       10.98286,0,1
3666,3718,879259,      149.91347,        2.63064,        0.66520,       12.09407,0,1
3667,3719,907674,      149.91583,        2.67745,        0.34540,       11.44860,0,1
3668,3720,880405,      149.91730,        2.63392,        0.92620,       12.09999,0,1
3669,3721,922084,      149.91731,        2.69983,        0.51480,       11.35827,0,1
3670,3722,883168,      149.92165,        2.63888,        0.73730,       12.46010,0,1
3671,3723,915852,      149.92380,        2.69023,        0.66650,       11.43577,0,1
3672,3724,902212,      149.92050,        2.66866,        0.89105,       12.79553,0,3
3673,3727,886620,      149.92217,        2.64301,        0.88826,       12.79245,0,2
3674,3729,877468,      149.92610,        2.62983,        0.88900,       11.82467,0,1
3675,3730,885379,      149.92970,        2.64191,        0.54700,       11.41108,0,1
3676,3731,921210,      149.91522,        2.69700,        0.88969,       13.52589,0,5
3677,3736,910086,      149.93655,        2.67956,        0.82820,       12.76543,0,1
3678,3737,880925,      149.93736,        2.63411,        0.67730,       11.95242,0,1
3679,3738,885415,      149.93861,        2.64240,        0.89150,       12.04947,0,1
3680,3739,915965,      149.93985,        2.68829,        0.98870,       12.33519,0,1
3681,3740,906344,      149.93700,        2.67336,        0.47559,       11.89965,0,2
3682,3742,884736,      149.94104,        2.64069,        0.24950,       11.15951,0,1
3683,3743,884195,      149.94102,        2.63951,        0.34470,       12.00047,0,1
3684,3744,903399,      149.94331,        2.67193,        0.34210,       11.24198,0,1
3685,3745,906298,      149.94774,        2.67528,        0.88390,       12.33389,0,1
3686,3746,908436,      149.94972,        2.67821,        0.66630,       11.92249,0,1
3687,3747,919232,      149.95077,        2.69498,        0.73700,       12.06925,0,1
3688,3748,916611,      149.95473,        2.68892,        0.41243,       11.39854,0,2
3689,3750,888499,      149.95666,        2.64814,        0.66920,       11.82556,0,1
3690,3751,875854,      149.95775,        2.62735,        0.89010,       11.55663,0,1
3691,3752,897008,      149.95931,        2.65903,        0.26510,       11.41427,0,1
3692,3753,900081,      149.95961,        2.66599,        0.88320,       12.04365,0,1
3693,3754,894545,      149.95761,        2.65780,        0.89124,       12.59608,0,2
3694,3756,904635,      149.95930,        2.67222,        0.69718,       12.60753,0,4
3695,3760,896519,      149.96393,        2.66073,        0.60640,       11.47109,0,1
3696,3761,888599,      149.96425,        2.64542,        0.98900,       12.03421,0,1
3697,3762,893634,      149.96458,        2.65414,        0.88270,       12.21992,0,1
3698,3763,894791,      149.96709,        2.65725,        0.22470,       11.08369,0,1
3699,3764,886905,      149.96808,        2.64430,        0.25720,       12.19654,0,1
3700,3765,899746,      149.97047,        2.66547,        0.84950,       12.18893,0,1
3701,3766,917720,      149.97170,        2.69092,        0.22420,       12.03072,0,2
3702,3768,891753,      149.97195,        2.65349,        0.66590,       11.64746,0,1
3703,3769,920218,      149.97295,        2.69645,        0.99260,       11.86382,0,1
3704,3770,882208,      149.97302,        2.63460,        0.12390,       10.95353,0,1
3705,3771,895744,      149.97414,        2.65876,        0.89340,       12.08698,0,1
3706,3772,890449,      149.97373,        2.65117,        0.43958,       12.46050,0,3
3707,3775,886081,      149.97779,        2.64093,        0.50348,       12.53012,0,2
3708,3777,883569,      149.97824,        2.63755,        0.26030,       11.82814,0,1
3709,3778,878934,      149.97856,        2.63213,        0.73310,       11.44965,0,1
3710,3779,886147,      149.98267,        2.64407,        0.70440,       11.99584,0,1
3711,3780,902900,      149.98294,        2.67004,        0.50260,       11.50745,0,1
3712,3781,914677,      149.98352,        2.68893,        0.44590,       11.26155,0,1
3713,3782,903757,      149.96956,        2.67037,        0.73699,       12.91172,0,5
3714,3787,909283,      149.98462,        2.67905,        0.67760,       12.05447,0,1
3715,3788,882353,      149.98610,        2.63624,        0.34730,       12.39936,0,1
3716,3789,909134,      149.97933,        2.67607,        0.53731,       11.73621,0,2
3717,3791,879112,      149.98697,        2.63226,        0.70050,       12.04404,0,1
3718,3792,892844,      149.98714,        2.65391,        0.89110,       12.43509,0,1
3719,3793,911610,      149.98828,        2.68397,        0.73490,       11.51089,0,1
3720,3794,923086,      149.99393,        2.69979,        0.72770,       11.36140,0,1
3721,3795,887605,      149.99468,        2.64391,        0.73130,       12.53441,0,1
3722,3796,915652,      149.99599,        2.68995,        0.64740,       11.57193,0,1
3723,3797,883115,      149.99704,        2.63637,        0.30880,       11.31492,0,1
3724,3798,888985,      149.99730,        2.64686,        0.27090,       11.26833,0,1
3725,3799,892521,      149.99780,        2.65135,        0.67760,       11.88590,0,1
3726,3800,892521,      149.99811,        2.65106,        0.73690,       12.01360,0,1
3727,3801,921201,      149.99880,        2.69742,        0.71060,       11.94567,0,1
3728,3802,895246,      150.00227,        2.65642,        0.50050,       12.25460,0,1
3729,3803,896593,      150.00340,        2.65999,        0.16560,       11.00059,0,1
3730,3804,881839,      150.00618,        2.63707,        0.12250,       11.08593,0,1
3731,3805,905650,      150.00691,        2.67482,        0.61440,       11.62289,0,1
3732,3806,877655,      150.00981,        2.62970,        0.51470,       11.37442,0,1
3733,3807,910165,      150.00963,        2.68289,        0.66966,       11.83740,0,2
3734,3809,921136,      150.00088,        2.69183,        0.73397,       12.42809,0,3
3735,3812,916139,      150.01123,        2.68831,        0.53130,       12.76212,0,1
3736,3813,897849,      150.01128,        2.66249,        0.52600,       11.26552,0,1
3737,3814,917053,      150.01218,        2.69078,        0.50190,       11.86451,0,1
3738,3815,920734,      150.01237,        2.69701,        0.69500,       11.83146,0,1
3739,3816,893699,      150.01373,        2.65450,        0.89210,       12.57535,0,1
3740,3817,908539,      150.00543,        2.67669,        0.63133,       12.44284,0,2
3741,3819,919522,      150.01491,        2.69553,        0.80000,       12.02253,0,1
3742,3820,923464,      150.01500,        2.70134,        0.68550,       11.99700,0,1
3743,3821,909912,      150.01703,        2.67964,        0.73600,       12.27528,0,1
3744,3822,879589,      150.02208,        2.63143,        0.34230,       12.02923,0,1
3745,3823,912887,      150.02206,        2.68262,        0.42885,       12.29658,0,2
3746,3825,921328,      150.02582,        2.69754,        0.71000,       12.09239,0,1
3747,3826,900477,      150.02136,        2.66550,        0.21897,       12.32132,0,3
3748,3829,900475,      150.01168,        2.66399,        0.24911,       11.89215,0,2
3749,3831,916083,      150.02858,        2.68879,        0.33200,       11.74212,0,1
3750,3832,913282,      150.03014,        2.68400,        0.72190,       12.57578,0,1
3751,3833,911502,      150.03471,        2.68352,        0.25900,       11.17947,0,1
3752,3834,922401,      150.03508,        2.69866,        0.64670,       12.06370,0,1
3753,3835,924042,      150.03557,        2.70032,        0.50350,       11.50498,0,1
3754,3836,895568,      150.03618,        2.65799,        0.94340,       12.47323,0,1
3755,3837,887270,      150.03628,        2.64486,        0.74320,       12.34865,0,1
3756,3838,891071,      150.03597,        2.64792,        0.50470,       12.27071,1,2
3757,3840,914895,      150.03651,        2.68690,        0.73800,       11.68048,0,1
3758,3841,897005,      150.03699,        2.65946,        0.43910,       11.88784,0,1
3759,3842,917219,      150.02772,        2.68908,        0.10622,       11.19377,0,3
3760,3845,882079,      150.04123,        2.63479,        0.73470,       12.62635,0,1
3761,3846,918082,      150.04147,        2.69210,        0.24120,       11.57819,0,1
3762,3847,887351,      150.04387,        2.64403,        0.69670,       11.95056,1,2
3763,3849,876075,      150.04595,        2.63220,        0.12040,       11.65519,0,2
3764,3851,893286,      150.05229,        2.65305,        0.58060,       12.12356,1,2
3765,3853,888781,      150.06052,        2.64657,        0.69680,       12.84127,1,2
3766,3855,889994,      150.06485,        2.65351,        0.98390,       12.89897,0,1
3767,3856,885972,      150.06661,        2.64253,        0.69270,       12.01125,0,1
3768,3857,922586,      150.06781,        2.69810,        0.56040,       12.30377,0,1
3769,3858,892998,      150.06235,        2.65845,        0.43802,       12.89733,0,3
3770,3861,902430,      150.06828,        2.67022,        0.69690,       12.22905,0,2
3771,3863,921194,      150.06972,        2.69776,        0.39940,       11.10508,0,1
3772,3864,882234,      150.06988,        2.63639,        0.51760,       11.45425,0,1
3773,3865,897351,      150.07069,        2.65909,        0.80170,       12.02033,0,1
3774,3866,921695,      150.06252,        2.69590,        0.66667,       12.30753,0,2
3775,3868,916866,      150.07262,        2.69143,        0.73750,       11.74914,0,1
3776,3869,908449,      150.07422,        2.67673,        0.25960,       11.70467,0,1
3777,3870,885897,      150.07593,        2.64210,        0.55080,       12.15215,0,1
3778,3871,916846,      150.07732,        2.68653,        0.34776,       12.08818,0,2
3779,3873,882379,      150.07935,        2.63743,        0.25960,       11.07576,0,1
3780,3874,888843,      150.08022,        2.64775,        0.50430,       11.38006,0,1
3781,3875,890429,      150.08205,        2.65026,        0.53750,       11.62121,0,1
3782,3876,893322,      150.08209,        2.65716,        0.69580,       12.47557,0,1
3783,3877,883929,      150.07760,        2.63973,        0.94406,       13.24506,0,4
3784,3881,891167,      150.08459,        2.64819,        0.74492,       12.65095,0,2
3785,3883,907860,      150.08659,        2.67731,        0.73880,       11.44550,0,1
3786,3884,903578,      150.08688,        2.67167,        0.66730,       12.16663,0,1
3787,3885,914981,      150.08707,        2.68674,        0.16540,       11.14410,0,1
3788,3886,876994,      150.08916,        2.62834,        0.18970,       11.11931,0,1
3789,3887,914876,      150.09128,        2.68717,        0.73170,       12.06216,0,1
3790,3888,907067,      150.09222,        2.67694,        0.51880,       11.72831,0,1
3791,3889,881826,      150.09543,        2.63538,        0.16580,       11.02768,0,1
3792,3890,896793,      150.09535,        2.66023,        0.34815,       13.26126,0,2
3793,3892,918555,      150.09703,        2.69287,        0.70720,       11.63975,0,1
3794,3893,904043,      150.09727,        2.67042,        0.26670,       11.72065,0,1
3795,3894,914576,      150.09737,        2.68770,        0.43220,       11.38314,0,1
3796,3895,880788,      150.10152,        2.63425,        0.66820,       11.81002,0,1
3797,3896,910799,      150.10243,        2.68105,        0.30680,       11.72007,0,1
3798,3897,921623,      150.10254,        2.69748,        0.69430,       11.95106,0,1
3799,3898,894059,      150.10443,        2.65581,        0.28100,       11.67543,0,1
3800,3899,915370,      150.10597,        2.68918,        0.73340,       12.09612,0,1
3801,3900,901910,      150.10640,        2.66662,        0.50260,       11.78505,0,1
3802,3901,886737,      150.10649,        2.65299,        0.18650,       11.35573,0,1
3803,3902,909385,      150.10825,        2.67772,        0.34000,       11.41793,0,1
3804,3903,907349,      150.10437,        2.67932,        0.35181,       11.67765,0,2
3805,3905,920224,      150.10922,        2.69531,        0.34290,       11.43778,0,1
3806,3906,879230,      150.11166,        2.63035,        0.58220,       12.09386,0,1
3807,3907,889512,      150.11256,        2.65057,        0.34590,       12.03119,0,1
3808,3908,884932,      150.11409,        2.64027,        0.56000,       12.26190,0,1
3809,3909,906843,      150.11687,        2.67659,        0.77370,       11.72110,0,1
3810,3910,884004,      150.11800,        2.63775,        0.72690,       12.32742,0,1
3811,3911,922796,      150.11839,        2.69925,        0.70140,       12.58196,0,1
3812,3912,904856,      150.12311,        2.67442,        0.68180,       11.63838,0,1
3813,3913,902831,      150.12344,        2.67172,        0.34460,       12.11455,0,1
3814,3914,886589,      150.12953,        2.64640,        0.30640,       11.28169,0,1
3815,3915,881244,      150.12999,        2.63466,        0.97900,       12.36590,0,1
3816,3916,920547,      150.13028,        2.69729,        0.26320,       11.31207,0,1
3817,3917,903824,      150.13054,        2.67072,        0.70810,       11.85364,0,1
3818,3918,889576,      150.13054,        2.64639,        0.38250,       11.57047,0,1
3819,3919,915875,      150.13176,        2.68978,        0.24970,       11.17367,0,1
3820,3920,913830,      150.13197,        2.68669,        0.69580,       11.66874,0,1
3821,3921,917856,      150.13303,        2.68980,        0.68200,       12.37728,0,1
3822,3922,879366,      150.13377,        2.63069,        0.72462,       12.44300,0,2
3823,3924,892931,      150.13437,        2.65936,        0.82680,       12.10501,0,1
3824,3925,918795,      150.13495,        2.69295,        0.92630,       12.28753,0,1
3825,3926,888332,      150.13592,        2.64702,        0.36020,       11.15842,0,1
3826,3927,906488,      150.13586,        2.67191,        0.72829,       12.69940,0,2
3827,3929,895032,      150.14029,        2.65900,        0.34730,       11.61314,0,1
3828,3930,905195,      150.14209,        2.67138,        0.36880,       12.03407,0,1
3829,3931,911190,      150.14339,        2.68658,        0.34509,       12.99669,0,2
3830,3933,896705,      150.14577,        2.65847,        0.43810,       11.46301,0,1
3831,3934,885336,      150.14690,        2.64117,        0.94270,       12.02135,0,1
3832,3935,892717,      150.14740,        2.65435,        0.74710,       11.64892,0,1
3833,3936,893656,      150.14206,        2.65446,        0.70441,       13.15757,0,3
3834,3939,906258,      150.14800,        2.67440,        0.28040,       11.74491,0,1
3835,3940,916531,      150.15025,        2.69108,        0.39800,       11.63880,0,1
3836,3941,919377,      150.14819,        2.69138,        0.94291,       12.80356,0,2
3837,3943,876880,      150.15326,        2.62791,        0.75320,       12.00583,0,1
3838,3944,881393,      150.15424,        2.63387,        0.47990,       11.80142,0,1
3839,3945,880506,      150.15715,        2.63382,        0.70100,       12.01305,0,1
3840,3946,888864,      150.15733,        2.64872,        0.85220,       11.67100,0,1
3841,3947,884170,      150.15935,        2.64050,        0.70690,       11.75085,0,1
3842,3948,891765,      150.15943,        2.65192,        0.43380,       12.59425,0,2
3843,3950,923235,      150.16025,        2.69930,        0.30410,       11.93103,0,1
3844,3951,912755,      150.16376,        2.68464,        0.80080,       11.81831,0,1
3845,3952,879491,      150.16461,        2.63174,        0.73200,       11.77821,0,1
3846,3953,878997,      150.16568,        2.63166,        0.60900,       11.60959,0,1
3847,3954,882446,      150.16294,        2.63848,        0.31203,       11.94230,0,4
3848,3958,892254,      150.17545,        2.64740,        0.70670,       11.91120,0,1
3849,3959,915967,      150.17780,        2.69018,        0.25940,       11.10595,0,1
3850,3960,892280,      150.18173,        2.64682,        0.74760,       11.66023,0,1
3851,3961,910201,      150.18547,        2.68078,        0.12280,       11.08593,0,1
3852,3962,922955,      150.18909,        2.69970,        0.68230,       12.04820,0,1
3853,3963,906890,      150.18982,        2.67613,        0.74570,       11.80187,0,1
3854,3964,923827,      150.18886,        2.69635,        0.61029,       12.61731,0,3
3855,3967,914430,      150.19457,        2.68452,        0.72530,       12.11754,0,1
3856,3968,892707,      150.19623,        2.65847,        0.15110,       11.05255,0,1
3857,3969,896878,      150.19876,        2.67035,        0.16730,       10.86379,0,1
3858,3970,902182,      150.19890,        2.66850,        0.33970,       11.36044,0,1
3859,3971,911300,      150.19121,        2.67420,        0.24984,       12.41732,0,5
3860,3976,905208,      150.20187,        2.67396,        0.35950,       11.30262,0,1
3861,3977,902935,      150.20252,        2.67017,        0.41970,       11.45447,0,1
3862,3978,889467,      150.20330,        2.64602,        0.47010,       11.64696,0,2
3863,3980,921324,      150.20535,        2.69610,        0.53480,       11.69710,0,1
3864,3981,912106,      150.20554,        2.68191,        0.53050,       12.23726,0,1
3865,3982,883946,      150.20676,        2.64000,        0.10820,       11.41881,0,1
3866,3983,882910,      150.20905,        2.63804,        0.48120,       11.80818,0,1
3867,3984,920650,      150.21024,        2.69684,        0.52690,       11.69101,0,1
3868,3985,909179,      150.21416,        2.67904,        0.72990,       12.49258,0,2
3869,3987,913075,      150.21793,        2.68583,        0.48040,       11.58760,0,1
3870,3988,913268,      150.22209,        2.68548,        0.89390,       12.34201,0,1
3871,3989,894308,      150.22287,        2.65738,        0.52570,       11.32802,0,1
3872,3990,893782,      150.22638,        2.65593,        0.36730,       11.11818,0,1
3873,3991,902846,      150.23044,        2.66978,        0.33480,       11.37774,0,1
3874,3992,896266,      150.23230,        2.65750,        0.65360,       12.36379,0,1
3875,3993,894794,      150.23314,        2.65511,        0.73830,       12.26887,0,1
3876,3994,905835,      150.23675,        2.67558,        0.65220,       11.54268,0,1
3877,3995,914532,      150.23900,        2.68673,        0.12020,       11.54101,0,1
3878,3996,895583,      150.24263,        2.65852,        0.69560,       12.28244,0,1
3879,3997,906809,      150.24405,        2.67624,        0.97780,       11.76454,0,1
3880,3998,885590,      150.24582,        2.64025,        0.48900,       11.93530,0,1
3881,3999,918267,      150.24794,        2.69337,        0.39780,       11.83774,0,1
3882,4000,896607,      150.24937,        2.65787,        0.24910,       11.33318,0,1
3883,4001,883917,      150.24994,        2.64295,        0.89360,       11.12170,0,1
3884,4002,907121,      150.24770,        2.67846,        0.66128,       11.91734,0,2
3885,4004,916121,      150.25214,        2.69077,        0.50200,       11.39753,0,1
3886,4005,914914,      150.25349,        2.68779,        0.65370,       12.07572,0,1
3887,4006,917221,      150.25458,        2.68934,        0.36900,       12.31454,0,1
3888,4007,902789,      150.26247,        2.66865,        0.85300,       11.62394,0,1
3889,4008,904278,      150.26257,        2.67084,        0.27000,       12.06224,0,1
3890,4009,900342,      150.26697,        2.66617,        0.67250,       11.70460,0,1
3891,4010,902158,      150.26755,        2.66988,        0.73840,       11.52961,0,1
3892,4011,902517,      150.26335,        2.66388,        0.67763,       12.20670,0,2
3893,4013,877551,      150.26894,        2.62956,        0.88530,       12.11705,0,1
3894,4014,900188,      150.26741,        2.66629,        0.34708,       12.36547,0,5
3895,4019,885131,      150.27057,        2.64110,        0.61000,       12.23096,0,1
3896,4020,912333,      150.27095,        2.68468,        0.21980,       10.91461,0,1
3897,4021,914756,      150.27158,        2.68823,        0.85130,       11.73897,0,1
3898,4022,894266,      150.27293,        2.65646,        0.22060,       11.16799,0,1
3899,4023,905090,      150.27310,        2.67421,        0.95790,       11.68757,0,1
3900,4024,910187,      150.27322,        2.67951,        0.67140,       12.23823,0,1
3901,4025,899670,      150.27452,        2.66465,        0.17350,       11.08355,0,1
3902,4026,880282,      150.27586,        2.62973,        0.85260,       12.85038,0,2
3903,4028,898807,      150.27849,        2.66402,        0.29060,       11.36300,0,1
3904,4029,894261,      150.27855,        2.65509,        0.45050,       11.81150,0,1
3905,4030,876073,      150.27969,        2.63011,        0.37440,       12.12272,0,1
3906,4031,890498,      150.27535,        2.65022,        0.67616,       12.15313,0,2
3907,4033,906802,      150.28413,        2.67912,        0.41760,       11.78720,0,1
3908,4034,881984,      150.28458,        2.63626,        0.49480,       11.86513,0,1
3909,4035,910343,      150.28267,        2.67790,        0.68224,       12.30514,0,2
3910,4037,904883,      150.25427,        2.66599,        0.26698,       13.02013,0,12
3911,4049,919131,      150.29071,        2.69439,        0.57960,       11.94628,0,1
3912,4050,886887,      150.29523,        2.64495,        0.67490,       11.86253,0,1
3913,4051,892474,      150.29613,        2.65372,        0.92400,       12.41717,0,1
3914,4052,903765,      150.30131,        2.67051,        0.35970,       11.64428,0,1
3915,4053,894044,      150.30243,        2.65405,        0.33230,       11.93189,0,1
3916,4054,883282,      150.30286,        2.63830,        0.74920,       12.28518,0,1
3917,4055,918048,      150.30324,        2.69392,        0.62050,       11.78545,0,1
3918,4056,910760,      150.30461,        2.68244,        0.74000,       11.68215,0,1
3919,4057,914464,      150.30267,        2.68675,        0.37404,       11.38986,0,2
3920,4059,891779,      150.30737,        2.65265,        0.39720,       11.41541,0,1
3921,4060,879919,      150.31064,        2.63346,        0.24890,       11.11971,0,1
3922,4061,907698,      150.31593,        2.67543,        0.24860,       11.83757,0,1
3923,4062,892820,      150.31632,        2.65478,        0.79530,       12.20306,0,1
3924,4063,894909,      150.31816,        2.65835,        0.49470,       11.36354,0,1
3925,4064,918360,      150.31955,        2.69426,        0.39534,       11.87471,0,2
3926,4066,916373,      150.32318,        2.68977,        0.19280,       11.17567,0,2
3927,4068,899303,      150.32342,        2.66405,        0.19270,       11.03015,0,1
3928,4069,915904,      150.32606,        2.68741,        0.22010,       11.67803,0,1
3929,4070,898356,      150.32637,        2.65973,        0.42030,       12.42178,0,1
3930,4071,884107,      150.32645,        2.64151,        0.13850,       11.32876,0,1
3931,4072,902863,      150.32706,        2.66954,        0.15080,       10.93451,0,1
3932,4073,911879,      150.32739,        2.68358,        0.95740,       12.02785,0,1
3933,4074,923057,      150.32825,        2.70086,        0.79450,       12.13262,0,1
3934,4075,903748,      150.32941,        2.67168,        0.42910,       11.33140,0,1
3935,4076,892595,      150.33031,        2.65131,        0.52740,       12.55757,0,1
3936,4077,906155,      150.33057,        2.67584,        0.49450,       11.25668,0,1
3937,4078,917521,      150.33084,        2.69255,        0.74010,       11.64597,0,1
3938,4079,916809,      150.33115,        2.68975,        0.90160,       13.04456,0,1
3939,4080,911911,      150.32930,        2.68394,        0.53413,       12.17336,0,2
3940,4082,895349,      150.33235,        2.65699,        0.98270,       13.34055,0,1
3941,4083,921671,      150.33015,        2.69410,        0.50180,       12.32446,0,4
3942,4087,896542,      150.33637,        2.66068,        0.49010,       11.54130,0,1
3943,4088,901253,      150.33707,        2.66711,        0.50160,       11.93482,0,1
3944,4089,883216,      150.33824,        2.63840,        0.24850,       11.07100,0,1
3945,4090,910329,      150.34172,        2.67958,        0.10460,       11.28584,0,1
3946,4091,917354,      150.34404,        2.68950,        0.89869,       13.63699,0,3
3947,4094,881544,      150.34492,        2.63451,        0.66082,       12.42733,0,2
3948,4096,907397,      150.34734,        2.67670,        0.52720,       11.37922,0,1
3949,4097,889653,      150.33842,        2.64902,        0.36057,       12.58745,0,3
3950,4100,891489,      150.35064,        2.65198,        0.74984,       11.94803,0,2
3951,4102,897942,      150.35196,        2.66220,        0.93000,       12.22267,0,1
3952,4103,910106,      150.35667,        2.67989,        0.34880,       11.32798,0,1
3953,4104,876329,      150.35712,        2.62654,        0.60470,       12.03328,0,1
3954,4105,883906,      150.35818,        2.63855,        0.70300,       12.56180,0,1
3955,4106,896898,      150.35841,        2.65978,        0.66080,       11.55316,0,1
3956,4107,921836,      150.35867,        2.69702,        0.30670,       11.98127,0,1
3957,4108,884509,      150.35867,        2.64138,        0.47310,       11.36353,0,1
3958,4109,890384,      150.35913,        2.64996,        0.80160,       11.65856,0,1
3959,4110,887607,      150.35681,        2.65282,        0.39564,       13.11962,0,7
3960,4117,897138,      150.35959,        2.65948,        0.43040,       12.57838,0,1
3961,4118,909806,      150.35765,        2.67928,        0.61097,       12.35718,0,2
3962,4120,887121,      150.36038,        2.64478,        0.82620,       12.07987,0,1
3963,4121,886707,      150.36195,        2.64394,        0.59900,       11.84837,0,1
3964,4122,908636,      150.36403,        2.67652,        0.49420,       11.64361,0,1
3965,4123,894919,      150.36433,        2.65675,        0.29553,       11.47003,0,2
3966,4125,888488,      150.35627,        2.64363,        0.49456,       11.99658,0,3
3967,4128,888277,      150.33968,        2.65325,        0.22012,       12.27463,0,3
3968,4131,890883,      150.36792,        2.64871,        0.39870,       12.02906,0,1
3969,4132,914135,      150.36883,        2.68736,        0.41945,       11.32143,0,2
3970,4134,902450,      150.36923,        2.66760,        0.74178,       12.58881,0,2
3971,4136,898954,      150.37112,        2.66439,        0.61210,       11.69439,0,1
3972,4137,900306,      150.37407,        2.66447,        0.39450,       11.66372,0,1
3973,4138,876811,      150.37575,        2.62660,        0.71360,       12.24467,0,1
3974,4139,876055,      150.37733,        2.62788,        0.60560,       12.07398,0,1
3975,4140,876055,      150.37736,        2.62832,        0.42940,       11.82780,0,1
3976,4141,920979,      150.37826,        2.69613,        0.79520,       12.32540,0,1
3977,4142,886362,      150.37894,        2.64520,        0.12360,       11.08593,0,1
3978,4143,912860,      150.38112,        2.68558,        0.40730,       11.52290,0,1
3979,4144,903133,      150.38228,        2.66901,        0.37000,       11.53151,0,1
3980,4145,913044,      150.38338,        2.68495,        0.78240,       12.44662,0,1
3981,4146,898394,      150.38344,        2.66226,        0.34760,       11.42215,0,1
3982,4147,884071,      150.38483,        2.63883,        0.37580,       11.42776,0,1
3983,4148,921356,      150.38539,        2.69833,        0.85170,       11.61305,0,1
3984,4149,878825,      150.38327,        2.62980,        0.22048,       11.39923,0,2
3985,4151,918646,      150.38693,        2.69106,        0.45760,       11.85444,0,1
3986,4152,894844,      150.38852,        2.65540,        0.45780,       11.98285,0,1
3987,4153,915185,      150.39037,        2.68749,        0.94930,       12.15504,0,1
3988,4154,910995,      150.39149,        2.68252,        0.42860,       11.52524,0,1
3989,4155,920884,      150.39279,        2.69739,        0.64610,       11.56359,0,1
3990,4156,890112,      150.39132,        2.65290,        0.72960,       12.43866,0,3
3991,4159,890180,      150.39504,        2.64791,        0.54910,       12.32566,0,1
3992,4160,883275,      150.39258,        2.64010,        0.92441,       12.77914,0,3
3993,4163,915290,      150.39966,        2.68796,        0.21540,       11.96432,0,1
3994,4164,900841,      150.40076,        2.66443,        0.46850,       11.92875,0,2
3995,4166,899760,      150.40199,        2.66703,        0.61108,       11.86531,0,2
3996,4168,922285,      150.40422,        2.70126,        0.77240,       12.12164,0,1
3997,4169,885479,      150.40498,        2.64264,        0.66630,       11.39087,0,1
3998,4170,920286,      150.40732,        2.69606,        0.71370,       11.95823,0,1
3999,4171,898180,      150.40784,        2.66282,        0.39650,       11.20973,0,1
4000,4172,894850,      150.40830,        2.65535,        0.21940,       11.49249,0,1
4001,4173,923366,      150.40868,        2.69959,        0.79580,       13.14858,0,1
4002,4174,893079,      150.41171,        2.66005,        0.12400,       12.04135,0,1
4003,4175,918107,      150.41510,        2.69187,        0.76290,       11.97562,0,1
4004,4176,882466,      150.41574,        2.63689,        0.20690,       11.06757,0,1
4005,4177,907576,      150.41675,        2.67477,        0.46500,       12.41837,0,1
4006,4178,893804,      150.42126,        2.65442,        0.21432,       11.41225,0,2
4007,4180,923517,      150.42323,        2.70056,        0.82050,       11.67332,0,1
4008,4181,916338,      150.42600,        2.68779,        0.87680,       12.78778,0,1
4009,4182,908032,      150.42802,        2.67632,        0.51820,       12.28616,0,1
4010,4183,892770,      150.42812,        2.65468,        0.74200,       11.70516,0,1
4011,4184,920490,      150.42857,        2.69556,        0.51820,       12.12113,0,1
4012,4185,918614,      150.42865,        2.69475,        0.97780,       12.22607,0,1
4013,4186,873977,      150.43277,        2.63726,        0.75880,       13.09746,0,1
4014,4187,910826,      150.44052,        2.68084,        0.65980,       12.12425,0,1
4015,4188,896222,      150.44299,        2.65787,        0.21974,       11.26683,0,2
4016,4190,907273,      150.44586,        2.68962,        0.37540,       12.84226,0,1
4017,4191,877189,      150.44757,        2.62868,        0.22300,       12.02507,0,1
4018,4192,922904,      150.44849,        2.69962,        0.87550,       12.23281,0,1
4019,4193,891736,      150.44954,        2.65310,        0.79520,       11.57316,0,1
4020,4194,906771,      150.45073,        2.67624,        0.97690,       11.88080,0,1
4021,4195,878641,      150.45502,        2.63006,        0.51780,       12.01616,0,1
4022,4196,884191,      150.45621,        2.63930,        0.74400,       12.29813,0,1
4023,4197,902251,      150.45786,        2.66847,        0.21724,       12.54428,0,3
4024,4200,918785,      150.45869,        2.69747,        0.19530,       11.72808,0,1
4025,4201,886947,      150.46081,        2.64387,        0.53670,       11.66929,0,1
4026,4202,908742,      150.46750,        2.67896,        0.99780,       12.02018,0,1
4027,4203,921350,      150.47115,        2.69633,        0.52070,       11.88036,0,1
4028,4204,880948,      150.47160,        2.63276,        0.34730,       11.86270,0,1
